,lat,lng,counts
1954,55.4139,65.2817,1
1955,13.0108,77.7494,1
1956,47.3737,-68.0,1
1957,55.4028,11.3546,1
1958,12.5391,-70.0,1
1959,55.3173,38.6526,1
1960,53.7628,-2.0,1
1961,47.2636,17.8737,1
1962,53.7241,25.4971,1
1963,48.2106,19.3504,1
1964,53.7079,16.6994,1
1965,48.2164,9.026,1
1966,53.7439,-1.0,1
1967,48.219,16.495,1
1968,47.4143,9.7419,1
1969,55.1772,-1.0,1
1970,48.2357,9.644,1
1971,12.9333,100.8833,1
1972,47.9333,20.2,1
1973,47.4733,8.3059,1
1974,54.3282,48.3866,1
1975,47.7333,16.4,1
1976,54.2833,48.4814,1
1977,48.0525,12.2234,1
1978,47.7195,17.4847,1
1979,54.6598,-5.0,1
1980,47.7192,9.3903,1
1981,47.7148,8.625,1
1982,54.2044,37.6111,1
1983,54.0614,9.9982,1
1984,54.6863,25.2028,1
1985,48.064,10.6416,1
1986,3.8077,103.326,1
1987,54.0384,39.7479,1
1988,47.6833,17.6351,1
1989,47.674,-122.0,1
1990,48.0725,0.0,1
1991,3.35,101.25,1
1992,54.0061,0.0,1
1993,48.0725,11.2018,1
1994,54.6184,-1.0,1
1995,47.2309,16.6215,1
1996,47.4867,18.3122,1
1997,48.005,19.0905,1
1998,54.505,37.0674,1
1999,47.9167,7.2,1
2000,54.5189,18.5319,1
2001,12.8503,80.0707,1
2002,54.5216,9.5586,1
2003,47.8732,1.966,1
2004,47.8721,-3.0,1
2005,47.8167,25.8167,1
2006,47.9554,21.7167,1
2007,54.3553,38.2684,1
2008,47.782,9.6106,1
2009,54.5666,-5.0,1
2010,47.7814,9.6118,1
2011,54.5762,-1.0,1
2012,54.5924,-5.0,1
2013,47.9959,7.8522,1
2014,54.5968,-5.0,1
2015,4.0483,9.7043,1
2016,47.7423,-121.0,1
2017,47.6713,19.542,1
2018,12.8,99.9667,1
2019,53.969,27.6796,1
2020,53.9576,-1.0,1
2021,54.974,-1.0,1
2022,12.6664,100.9007,1
2023,48.1413,23.0362,1
2024,3.1618,101.598,1
2025,53.8313,27.5343,1
2026,48.1414,11.204,1
2027,54.4036,-1.0,1
2028,3.15,-75.0,1
2029,47.5601,7.7871,1
2030,48.1433,16.2934,1
2031,54.9986,-1.0,1
2032,47.5404,-122.0,1
2033,55.0218,82.202,1
2034,3.1456,101.645,1
2035,53.8183,83.5677,1
2036,3.1402,101.6072,1
2037,48.162,12.1794,1
2038,55.1477,37.4773,1
2039,12.9184,79.1325,1
2040,48.1212,-1.0,1
2041,48.1188,11.4294,1
2042,54.9733,-1.0,1
2043,48.0808,7.3558,1
2044,47.6667,9.3667,1
2045,48.0741,18.9495,1
2046,53.9284,-1.0,1
2047,54.7817,32.04,1
2048,53.8756,-1.0,1
2049,47.6628,6.8776,1
2050,54.8951,-2.0,1
2051,3.2311,-76.0,1
2052,12.8991,80.169,1
2053,53.8644,-1.0,1
2054,48.1031,20.7781,1
2055,47.6496,-117.0,1
2056,48.1031,29.126,1
2057,53.8705,10.6986,1
2058,53.8689,10.6873,1
2059,3.2029,101.6647,1
2060,47.6488,-122.0,1
2061,47.6422,6.8539,1
2062,51.4752,0.0,1
2063,46.7229,25.6005,1
2064,55.678,37.2777,1
2065,59.7767,-151.0,1
2066,59.3268,18.3897,1
2067,1.3253,103.8982,1
2068,45.5492,9.1596,1
2069,59.3592,27.4211,1
2070,45.5376,9.927,1
2071,45.5333,9.2258,1
2072,45.5313,-73.0,1
2073,59.36,18.0009,1
2074,14.191,121.7309,1
2075,45.5203,11.3345,1
2076,45.5168,-73.0,1
2077,14.2117,121.1653,1
2078,45.5084,-73.0,1
2079,45.5066,-73.0,1
2080,59.3936,35.9371,1
2081,59.4032,17.9448,1
2082,59.4172,10.4834,1
2083,59.428,17.9509,1
2084,45.5034,12.2266,1
2085,1.3212,103.865,1
2086,45.4987,-73.0,1
2087,45.4984,-122.0,1
2088,59.4794,18.2997,1
2089,59.7142,30.3964,1
2090,45.4861,-73.0,1
2091,45.5634,10.0021,1
2092,59.2983,9.1027,1
2093,1.3264,103.8964,1
2094,45.6495,13.7768,1
2095,45.766,4.8795,1
2096,1.3477,103.7289,1
2097,1.342,103.7821,1
2098,45.758,4.8406,1
2099,58.1467,8.0048,1
2100,13.9314,121.6172,1
2101,13.9411,121.1631,1
2102,13.9511,101.7177,1
2103,45.7,-73.0,1
2104,58.2,68.2667,1
2105,45.6667,12.2416,1
2106,58.4109,15.6216,1
2107,45.5637,5.3761,1
2108,45.6366,-89.0,1
2109,45.6213,-73.0,1
2110,45.6168,-73.0,1
2111,45.6144,-95.0,1
2112,58.5052,13.1577,1
2113,58.5213,31.271,1
2114,1.3361,103.8566,1
2115,14.0499,101.3686,1
2116,59.2167,39.9,1
2117,45.5893,9.8365,1
2118,45.5699,-73.0,1
2119,59.7513,30.4766,1
2120,45.4776,-75.0,1
2121,45.773,8.396,1
2122,14.2624,101.0711,1
2123,1.2799,103.8488,1
2124,45.2668,-72.0,1
2125,45.2435,7.5521,1
2126,45.2186,12.2777,1
2127,1.2074,103.7929,1
2128,45.1787,28.805,1
2129,45.1392,7.7701,1
2130,63.1792,14.6357,1
2131,14.4669,75.9269,1
2132,63.5592,27.1907,1
2133,45.0771,-64.0,1
2134,0.7373,127.5588,1
2135,45.0492,8.8032,1
2136,14.5272,121.0422,1
2137,45.0282,7.5987,1
2138,45.0192,-93.0,1
2139,14.5333,100.9167,1
2140,64.5401,40.5433,1
2141,44.9529,-89.0,1
2142,64.7342,177.5103,1
2143,44.9384,-93.0,1
2144,44.9254,25.4567,1
2145,44.9254,2.4398,1
2146,44.9092,8.6101,1
2147,44.8978,8.8637,1
2148,45.3161,9.2036,1
2149,60.4515,22.2687,1
2150,45.3672,11.9234,1
2151,60.1386,24.2272,1
2152,14.3675,120.9527,1
2153,1.3185,103.6941,1
2154,1.317,103.9041,1
2155,1.3167,103.8587,1
2156,45.4546,-73.0,1
2157,1.3111,103.7664,1
2158,45.4501,-73.0,1
2159,45.4469,8.6212,1
2160,45.4448,-75.0,1
2161,45.4376,12.3315,1
2162,60.0636,30.4833,1
2163,60.1415,11.1752,1
2164,1.2835,103.8469,1
2165,60.1512,30.0015,1
2166,14.3751,99.8923,1
2167,14.3869,120.8817,1
2168,1.3054,124.9126,1
2169,45.4208,11.0956,1
2170,1.29,103.8203,1
2171,45.408,11.8859,1
2172,45.4011,-73.0,1
2173,60.2941,25.041,1
2174,45.3787,11.8468,1
2175,1.2895,103.7986,1
2176,1.3498,103.8545,1
2177,45.7813,-108.0,1
2178,3.0337,101.5873,1
2179,46.5921,-120.0,1
2180,55.8322,-4.0,1
2181,55.897,37.4297,1
2182,46.8772,-96.0,1
2183,2.8064,101.7239,1
2184,46.8672,8.2334,1
2185,2.196,102.2405,1
2186,46.8563,-114.0,1
2187,46.84,16.8439,1
2188,46.8399,-71.0,1
2189,46.8147,-92.0,1
2190,13.1029,77.5431,1
2191,46.8024,7.1513,1
2192,46.8,23.5167,1
2193,56.111,47.4776,1
2194,56.122,12.3106,1
2195,56.1325,101.6142,1
2196,2.0305,103.3169,1
2197,46.7313,-117.0,1
2198,48.3043,16.3614,1
2199,46.7058,-92.0,1
2200,56.1567,10.2108,1
2201,46.6842,-71.0,1
2202,46.65,21.2833,1
2203,56.1697,9.5451,1
2204,13.1438,79.9089,1
2205,46.907,26.9192,1
2206,46.9167,26.3333,1
2207,46.9462,7.5606,1
2208,55.7598,-120.0,1
2209,47.2214,38.9094,1
2210,47.2167,20.7667,1
2211,47.2115,-1.0,1
2212,47.2,26.3667,1
2213,55.734,36.8592,1
2214,47.1948,8.719,1
2215,47.1921,7.3959,1
2216,47.1833,20.2,1
2217,47.1167,51.8833,1
2218,47.1167,10.6167,1
2219,55.7559,9.4258,1
2220,47.0667,27.4167,1
2221,13.0982,80.1615,1
2222,47.0631,8.2778,1
2223,47.0594,8.3008,1
2224,47.0458,21.9183,1
2225,47.029,-65.0,1
2226,47.0129,-122.0,1
2227,2.9273,-75.0,1
2228,13.0744,80.2714,1
2229,46.9982,28.8095,1
2230,46.9753,7.45,1
2231,46.9648,18.9397,1
2232,46.951,4.2987,1
2233,46.6337,1.0627,1
2234,56.1783,34.2664,1
2235,45.8,24.15,1
2236,56.1951,-3.0,1
2237,46.1169,-60.0,1
2238,56.8584,35.9006,1
2239,46.0693,13.2371,1
2240,56.8619,35.8931,1
2241,1.4655,103.7578,1
2242,46.0314,18.2007,1
2243,56.902,35.8793,1
2244,46.0181,4.3774,1
2245,1.4346,103.7777,1
2246,45.9541,12.5027,1
2247,45.9454,-66.0,1
2248,45.9358,6.083,1
2249,1.4095,103.7503,1
2250,45.9088,6.1257,1
2251,1.4031,103.7027,1
2252,45.8997,-91.0,1
2253,45.8858,10.8412,1
2254,1.3894,103.9071,1
2255,1.3856,103.8652,1
2256,57.6495,-3.0,1
2257,1.3805,103.8937,1
2258,57.67,40.8231,1
2259,1.3616,103.8658,1
2260,45.8311,16.1164,1
2261,57.7708,40.9344,1
2262,56.8575,60.6125,1
2263,1.4726,103.878,1
2264,1.4835,103.6341,1
2265,46.3295,0.0,1
2266,56.2371,-117.0,1
2267,46.5547,15.6467,1
2268,46.5289,6.6178,1
2269,46.52,6.6305,1
2270,56.2406,42.1556,1
2271,46.5113,6.4985,1
2272,56.2414,43.4554,1
2273,13.536,144.8886,1
2274,46.4,13.0205,1
2275,1.881,103.3957,1
2276,13.5475,100.2736,1
2277,13.6,100.7167,1
2278,46.1961,6.1403,1
2279,46.3,25.3,1
2280,56.5121,13.0437,1
2281,1.5515,-77.0,1
2282,56.6549,43.4727,1
2283,56.6616,16.3616,1
2284,13.7298,100.5854,1
2285,56.6745,12.8568,1
2286,56.7,36.7667,1
2287,46.2237,7.3028,1
2288,46.2179,-63.0,1
2289,56.8162,24.614,1
2290,48.3007,4.0852,1
2291,48.6838,5.7873,1
2292,48.306,11.9069,1
2293,51.9167,4.6028,1
2294,50.5623,2.4313,1
2295,50.5516,9.6752,1
2296,5.9317,-73.0,1
2297,50.5102,1.7309,1
2298,51.8892,0.9042,1
2299,50.5097,18.6161,1
2300,51.8909,10.1785,1
2301,5.8,102.15,1
2302,51.903,7.6395,1
2303,51.9114,0.0,1
2304,50.4894,5.0951,1
2305,50.4782,-3.0,1
2306,9.967,76.3159,1
2307,9.919,78.1195,1
2308,5.7947,0.8973,1
2309,50.4669,4.8675,1
2310,51.9317,5.6319,1
2311,10.0024,-84.0,1
2312,51.9381,13.8883,1
2313,50.4455,18.8615,1
2314,50.4369,7.5452,1
2315,51.9385,8.8732,1
2316,50.4336,7.4706,1
2317,50.4333,6.65,1
2318,10.0162,-84.0,1
2319,51.9435,7.1681,1
2320,50.5916,8.4627,1
2321,51.8608,5.7667,1
2322,51.9583,9.2471,1
2323,50.7248,7.1555,1
2324,50.7745,12.0603,1
2325,50.7683,6.076,1
2326,51.7537,0.0,1
2327,50.7595,-1.0,1
2328,6.0911,-75.0,1
2329,51.7775,5.1083,1
2330,50.7593,25.3424,1
2331,51.7847,55.0986,1
2332,51.7928,-3.0,1
2333,50.7344,7.0955,1
2334,50.7323,7.1847,1
2335,50.7257,1.6139,1
2336,14.5732,121.0697,1
2337,51.8556,19.4062,1
2338,51.8056,5.8282,1
2339,50.7214,10.4439,1
2340,9.5463,78.5907,1
2341,50.6879,-2.0,1
2342,50.6836,4.3678,1
2343,50.6667,3.0833,1
2344,9.5999,105.9719,1
2345,50.662,8.7316,1
2346,50.6606,2.6721,1
2347,51.8482,1.2674,1
2348,50.6406,5.4718,1
2349,50.6393,19.5975,1
2350,50.4133,9.0064,1
2351,5.6919,-76.0,1
2352,51.743,7.1816,1
2353,50.096,8.7111,1
2354,50.1433,8.5711,1
2355,50.1316,8.9208,1
2356,52.0909,20.9348,1
2357,10.1667,-61.0,1
2358,52.1146,8.6734,1
2359,52.1346,0.0,1
2360,5.4019,100.3036,1
2361,52.155,5.3875,1
2362,10.2872,104.0105,1
2363,50.1,45.4,1
2364,5.3956,100.3111,1
2365,52.1844,20.8395,1
2366,52.1889,0.9977,1
2367,52.081,7.3054,1
2368,52.1893,-2.0,1
2369,52.216,13.4491,1
2370,50.0902,8.4493,1
2371,5.363,100.4667,1
2372,52.2286,21.0071,1
2373,50.0515,21.4114,1
2374,5.3271,100.2851,1
2375,50.0432,8.9739,1
2376,10.3766,123.9573,1
2377,52.2294,20.2384,1
2378,50.035,14.2343,1
2379,5.3205,103.0596,1
2380,52.0908,5.1222,1
2381,5.4906,-70.0,1
2382,50.4114,4.4445,1
2383,52.0167,4.7083,1
2384,50.4113,14.9032,1
2385,51.9745,8.4686,1
2386,50.4107,1.7262,1
2387,50.4097,36.9136,1
2388,50.3959,7.6243,1
2389,50.3879,-4.0,1
2390,50.3212,17.5746,1
2391,50.319,30.3808,1
2392,52.0003,7.6893,1
2393,52.0067,4.3556,1
2394,50.2976,18.6766,1
2395,52.0085,0.0,1
2396,50.2875,8.9437,1
2397,52.0692,8.7598,1
2398,52.0317,113.5009,1
2399,52.0324,23.1165,1
2400,10.1363,-64.0,1
2401,50.2649,28.6767,1
2402,10.162,-68.0,1
2403,52.0592,1.1555,1
2404,50.2327,12.8712,1
2405,52.0632,-1.0,1
2406,50.2262,18.9145,1
2407,10.1624,-66.0,1
2408,50.2023,10.0778,1
2409,52.0656,0.0,1
2410,51.75,0.0,1
2411,51.7391,6.291,1
2412,53.6942,88.0603,1
2413,51.5176,0.0,1
2414,51.3354,7.0435,1
2415,51.3225,4.9447,1
2416,51.319,0.0,1
2417,51.5144,-3.0,1
2418,51.2625,-1.0,1
2419,7.6611,-72.0,1
2420,51.2561,6.7808,1
2421,51.5149,7.466,1
2422,51.25,22.5667,1
2423,51.5158,0.0,1
2424,51.2487,-1.0,1
2425,51.5167,0.0,1
2426,51.5228,0.0,1
2427,51.3396,12.3713,1
2428,51.5237,0.0,1
2429,51.5247,39.1499,1
2430,51.2232,1.4043,1
2431,51.5265,0.0,1
2432,51.5313,20.0085,1
2433,8.1645,99.6804,1
2434,51.2213,4.466,1
2435,51.5333,14.5667,1
2436,8.179,77.4323,1
2437,8.4859,123.8048,1
2438,51.5337,-3.0,1
2439,51.1981,6.685,1
2440,51.5129,0.0,1
2441,51.346,-2.0,1
2442,51.5378,0.7143,1
2443,51.434,7.0161,1
2444,51.4767,-2.0,1
2445,51.4656,-2.0,1
2446,7.0682,-73.0,1
2447,51.4816,11.9795,1
2448,7.0084,100.4767,1
2449,51.4874,-2.0,1
2450,51.4552,-2.0,1
2451,51.4499,6.6901,1
2452,51.4449,0.0,1
2453,51.4424,0.0,1
2454,6.9553,79.922,1
2455,51.4406,0.1446,1
2456,51.4967,7.1136,1
2457,51.3521,0.5337,1
2458,51.4264,17.9336,1
2459,51.4992,0.0,1
2460,51.5018,0.0,1
2461,51.5085,-0.1257,1
2462,6.7926,-71.0,1
2463,51.3782,10.1374,1
2464,51.5128,0.0,1
2465,51.3746,0.0979,1
2466,51.3681,6.1844,1
2467,51.3667,1.4167,1
2468,51.3653,-2.0,1
2469,51.3579,0.0,1
2470,8.5189,-80.0,1
2471,51.5388,7.2257,1
2472,50.7865,30.3026,1
2473,6.3373,-75.0,1
2474,50.9174,14.1549,1
2475,51.6787,6.1589,1
2476,50.8936,7.0797,1
2477,50.8899,11.6086,1
2478,51.6803,7.8209,1
2479,50.8837,5.9815,1
2480,51.6896,5.1903,1
2481,6.3654,2.4183,1
2482,50.8693,4.3774,1
2483,50.8552,0.5729,1
2484,50.8516,-1.0,1
2485,50.8511,-1.0,1
2486,51.7104,5.3065,1
2487,51.6644,-3.0,1
2488,51.7108,94.4534,1
2489,50.8429,0.0,1
2490,50.8362,4.3145,1
2491,50.8309,0.0,1
2492,50.828,3.2649,1
2493,50.8185,6.2718,1
2494,50.818,0.0,1
2495,50.8043,6.493,1
2496,50.7965,19.1241,1
2497,51.7373,36.1874,1
2498,50.7893,-1.0,1
2499,50.7877,0.0,1
2500,50.9177,6.1234,1
2501,51.6632,-3.0,1
2502,51.1602,10.4482,1
2503,8.7674,78.1342,1
2504,51.5489,0.0,1
2505,51.1313,17.1133,1
2506,51.5567,0.0,1
2507,51.1252,5.3677,1
2508,51.113,0.0,1
2509,51.5573,5.0793,1
2510,51.5602,0.1792,1
2511,51.5756,8.1062,1
2512,51.0823,-113.0,1
2513,51.0513,16.1935,1
2514,51.5784,0.0,1
2515,51.0509,13.7383,1
2516,51.5877,-2.0,1
2517,50.9288,11.5899,1
2518,51.0149,-3.0,1
2519,51.6092,5.1431,1
2520,50.9925,7.0537,1
2521,8.9242,-67.0,1
2522,50.9856,7.133,1
2523,51.611,0.5233,1
2524,50.9787,11.0328,1
2525,51.6124,-1.0,1
2526,51.6128,0.0,1
2527,51.6138,7.1974,1
2528,51.6236,12.3239,1
2529,51.6556,39.1313,1
2530,52.234,4.4447,1
2531,50.0035,5.7184,1
2532,52.242,-6.0,1
2533,4.5754,101.1151,1
2534,11.31,106.0983,1
2535,48.8331,2.3264,1
2536,48.831,2.5484,1
2537,53.25,8.1167,1
2538,48.8167,9.1167,1
2539,53.2588,-2.0,1
2540,11.4134,76.6952,1
2541,48.7733,2.0739,1
2542,53.2833,69.4,1
2543,48.7729,9.1677,1
2544,48.7718,9.1686,1
2545,53.3018,-1.0,1
2546,48.7692,9.1937,1
2547,4.6114,101.1043,1
2548,53.3529,-1.0,1
2549,48.765,2.3961,1
2550,4.5595,101.0673,1
2551,48.7606,8.2398,1
2552,53.4001,-117.0,1
2553,48.7591,2.1697,1
2554,48.7416,7.3622,1
2555,48.7387,9.161,1
2556,48.7305,37.5879,1
2557,53.4355,-2.0,1
2558,11.5444,-72.0,1
2559,53.4378,-2.0,1
2560,53.2078,16.4825,1
2561,48.8445,2.0635,1
2562,48.6988,5.3048,1
2563,53.0916,23.1145,1
2564,53.0333,-1.0,1
2565,48.9258,2.4453,1
2566,11.0842,106.7883,1
2567,48.9188,2.254,1
2568,53.0373,-1.0,1
2569,48.9018,2.4893,1
2570,4.657,-74.0,1
2571,48.8967,2.2567,1
2572,48.8964,2.0904,1
2573,4.6239,-74.0,1
2574,53.0774,7.4044,1
2575,53.0853,50.1591,1
2576,53.1003,8.8752,1
2577,11.248,75.7804,1
2578,53.1043,-2.0,1
2579,48.8835,2.3219,1
2580,48.8817,2.3822,1
2581,53.1254,-1.0,1
2582,48.8714,2.2293,1
2583,48.8655,2.3426,1
2584,53.1412,8.2147,1
2585,53.1467,6.4972,1
2586,11.1525,76.9516,1
2587,48.8642,2.4432,1
2588,53.2,50.15,1
2589,48.8567,2.3497,1
2590,48.7139,21.2581,1
2591,53.4485,-2.0,1
2592,52.2447,0.4042,1
2593,48.409,11.7938,1
2594,12.0935,75.2025,1
2595,48.4815,-2.0,1
2596,53.5441,10.2005,1
2597,53.55,-2.0,1
2598,48.4765,-123.0,1
2599,48.4681,-2.0,1
2600,12.1084,-68.0,1
2601,48.4593,35.0386,1
2602,48.4298,9.255,1
2603,48.4295,2.7559,1
2604,48.4212,-122.0,1
2605,4.3612,18.555,1
2606,53.585,-113.0,1
2607,53.543,-2.0,1
2608,53.5971,-1.0,1
2609,53.5996,-113.0,1
2610,53.6079,10.1798,1
2611,48.3984,9.9916,1
2612,48.3928,10.0111,1
2613,53.6177,-2.0,1
2614,48.3903,-4.0,1
2615,48.3715,10.8985,1
2616,53.6246,55.9502,1
2617,53.649,-1.0,1
2618,53.6787,-1.0,1
2619,12.5183,76.7569,1
2620,48.4898,32.2737,1
2621,53.5405,-2.0,1
2622,48.6957,2.1873,1
2623,53.4986,-2.0,1
2624,11.6661,92.7464,1
2625,51.4684,0.0,1
2626,4.5343,-74.0,1
2627,48.6768,2.3483,1
2628,48.6329,-2.0,1
2629,48.6257,9.342,1
2630,53.4699,-2.0,1
2631,4.4389,-75.0,1
2632,53.497,-1.0,1
2633,48.5918,8.1169,1
2634,48.5887,2.1899,1
2635,11.8135,107.2443,1
2636,53.5001,-112.0,1
2637,48.5132,32.2597,1
2638,48.5693,13.4122,1
2639,53.5041,-2.0,1
2640,48.5575,7.6825,1
2641,48.5533,2.6759,1
2642,48.5498,8.7237,1
2643,48.5404,7.492,1
2644,53.5052,-1.0,1
2645,4.4126,-76.0,1
2646,53.5306,15.8097,1
2647,48.5337,2.5442,1
2648,53.5334,-113.0,1
2649,12.0017,102.3727,1
2650,48.9483,38.4917,1
2651,11.0333,77.0,1
2652,48.9745,14.4743,1
2653,49.4333,2.0833,1
2654,49.554,25.5907,1
2655,49.5377,7.4047,1
2656,52.3666,4.952,1
2657,49.5341,8.3536,1
2658,49.5108,11.4315,1
2659,49.4806,-119.0,1
2660,52.371,4.9041,1
2661,5.061,-74.0,1
2662,52.3989,13.0657,1
2663,4.9911,-73.0,1
2664,10.6954,106.5913,1
2665,4.878,-72.0,1
2666,49.4228,10.9577,1
2667,49.5559,25.6056,1
2668,52.4143,-1.0,1
2669,10.6967,106.7403,1
2670,52.4385,4.8264,1
2671,10.7208,-61.0,1
2672,52.4594,1.5647,1
2673,10.7668,106.7057,1
2674,52.4651,-1.0,1
2675,52.488,1.2348,1
2676,49.3445,7.1805,1
2677,49.3412,-124.0,1
2678,49.3357,-1.0,1
2679,49.3208,8.4311,1
2680,5.1801,97.1507,1
2681,49.5608,2.5879,1
2682,53.0167,-1.0,1
2683,52.2796,7.7146,1
2684,49.977,9.1521,1
2685,49.9653,16.9706,1
2686,49.9383,8.2119,1
2687,49.9215,15.4724,1
2688,49.9,2.3,1
2689,52.259,10.5002,1
2690,49.8931,13.3829,1
2691,49.8922,14.4004,1
2692,52.2606,9.0494,1
2693,52.2659,10.5267,1
2694,52.268,10.52,1
2695,49.8075,24.9006,1
2696,49.8019,73.1021,1
2697,52.3529,4.9422,1
2698,10.4631,-73.0,1
2699,49.7589,2.9113,1
2700,49.7557,6.6394,1
2701,10.5167,76.2167,1
2702,49.7202,23.9488,1
2703,10.5945,-66.0,1
2704,49.6493,1.7311,1
2705,52.314,0.0578,1
2706,49.6398,-1.0,1
2707,52.3357,-2.0,1
2708,52.339,9.8288,1
2709,52.3471,16.8927,1
2710,52.4939,13.3031,1
2711,52.4979,13.4908,1
2712,52.5,-2.0,1
2713,52.8348,-110.0,1
2714,52.6833,0.9333,1
2715,49.1988,-123.0,1
2716,4.7101,-74.0,1
2717,49.1894,-122.0,1
2718,52.7075,5.1403,1
2719,10.9577,-63.0,1
2720,52.7558,13.242,1
2721,49.1311,9.3272,1
2722,49.1201,12.1303,1
2723,10.9843,106.1249,1
2724,49.1063,-122.0,1
2725,49.0952,11.8097,1
2726,49.0694,10.3199,1
2727,49.303,6.1492,1
2728,49.0682,9.2907,1
2729,4.6926,-74.0,1
2730,52.8986,-1.0,1
2731,49.054,11.782,1
2732,49.0153,12.0577,1
2733,52.9054,-2.0,1
2734,48.9907,8.3719,1
2735,52.9263,-1.0,1
2736,4.6882,-74.0,1
2737,4.6768,-74.0,1
2738,52.9763,0.0,1
2739,52.9983,0.0,1
2740,52.6766,-2.0,1
2741,52.6714,4.8486,1
2742,52.6662,8.2375,1
2743,52.6646,-1.0,1
2744,52.5123,13.4394,1
2745,49.2788,-123.0,1
2746,49.2779,-123.0,1
2747,52.5148,13.1672,1
2748,52.5359,-1.0,1
2749,52.5367,103.8864,1
2750,49.2664,-122.0,1
2751,4.7351,-74.0,1
2752,52.5468,19.7064,1
2753,49.259,2.4378,1
2754,10.8033,106.6967,1
2755,52.554,33.2591,1
2756,52.5679,13.3714,1
2757,52.5853,-1.0,1
2758,49.2436,-122.0,1
2759,10.8788,77.2035,1
2760,49.2328,0.6239,1
2761,52.6158,-1.0,1
2762,10.88,77.1539,1
2763,49.2311,13.5202,1
2764,49.2307,6.5619,1
2765,10.8911,76.9087,1
2766,52.634,-1.0,1
2767,52.6386,-1.0,1
2768,4.7164,-74.0,1
2769,50.7236,-3.0,1
2770,27.0552,79.9188,1
2771,44.7784,17.1939,1
2772,35.8736,129.1906,1
2773,35.5537,129.3328,1
2774,35.5649,129.3498,1
2775,35.5849,-80.0,1
2776,35.6042,140.1009,1
2777,35.6218,139.7709,1
2778,35.6276,140.1719,1
2779,35.6537,139.6217,1
2780,35.6587,139.7377,1
2781,35.6719,139.6851,1
2782,22.1477,-100.0,1
2783,35.6765,139.7937,1
2784,21.9932,72.8705,1
2785,35.6829,-88.0,1
2786,35.687,-105.0,1
2787,21.9812,-159.0,1
2788,35.691,139.7679,1
2789,35.6939,139.6358,1
2790,35.5389,139.7469,1
2791,35.5352,139.7349,1
2792,35.5347,129.3334,1
2793,35.4436,139.6402,1
2794,22.2994,73.2081,1
2795,35.384,129.0198,1
2796,35.3942,139.5783,1
2797,35.4011,-80.0,1
2798,35.402,-90.0,1
2799,35.4191,136.7665,1
2800,35.4224,133.1889,1
2801,35.4521,-88.0,1
2802,35.5336,139.7398,1
2803,35.4681,44.3922,1
2804,35.4699,139.631,1
2805,35.47,133.0502,1
2806,35.4933,128.7489,1
2807,35.4996,129.3046,1
2808,35.506,139.6041,1
2809,35.514,139.5767,1
2810,35.7027,139.784,1
2811,35.7079,139.6244,1
2812,35.7082,139.6763,1
2813,35.8516,128.5241,1
2814,35.8291,127.114,1
2815,35.834,127.1378,1
2816,35.8391,127.1072,1
2817,35.8421,128.4756,1
2818,35.8428,129.2117,1
2819,35.8454,128.705,1
2820,35.8469,129.1668,1
2821,35.8528,128.8107,1
2822,35.8264,128.5539,1
2823,35.855,128.6781,1
2824,35.8564,128.6053,1
2825,35.8607,128.5134,1
2826,35.8633,128.1517,1
2827,35.8656,-84.0,1
2828,35.8663,-106.0,1
2829,35.8698,139.6725,1
2830,35.8272,127.1385,1
2831,35.8254,10.637,1
2832,35.7113,-78.0,1
2833,35.7867,128.5956,1
2834,21.8782,84.638,1
2835,35.7301,139.4317,1
2836,35.7365,139.6928,1
2837,35.7627,139.6407,1
2838,35.7691,139.7794,1
2839,21.8526,106.761,1
2840,35.7854,139.7233,1
2841,35.7914,127.116,1
2842,35.8247,128.6206,1
2843,35.7938,139.7728,1
2844,35.7939,139.6858,1
2845,35.798,140.1803,1
2846,35.7988,127.0955,1
2847,35.8103,127.0938,1
2848,21.8236,105.2142,1
2849,35.8182,127.1498,1
2850,35.334,-97.0,1
2851,35.315,46.9988,1
2852,35.3037,129.0018,1
2853,34.9722,135.9646,1
2854,34.9246,-80.0,1
2855,34.9414,127.6957,1
2856,22.6126,88.3701,1
2857,34.9509,128.2428,1
2858,34.9545,127.5283,1
2859,22.6,88.3833,1
2860,34.9667,136.6167,1
2861,22.5525,72.9552,1
2862,34.8812,127.5849,1
2863,34.998,-78.0,1
2864,35.0017,135.8603,1
2865,35.0067,135.7474,1
2866,35.0119,25.7423,1
2867,35.0223,126.7897,1
2868,22.5351,91.9192,1
2869,35.0267,135.7498,1
2870,34.9245,128.2762,1
2871,34.849,134.6818,1
2872,35.0395,135.7295,1
2873,34.7393,135.5253,1
2874,34.681,135.5047,1
2875,34.6945,135.199,1
2876,34.7,137.7333,1
2877,34.702,135.5159,1
2878,34.7136,135.5085,1
2879,34.7169,135.5846,1
2880,34.7191,135.7679,1
2881,22.6865,75.6146,1
2882,34.8241,135.4703,1
2883,34.7606,127.6621,1
2884,34.7667,137.3833,1
2885,34.7695,-92.0,1
2886,34.8006,126.6967,1
2887,22.6259,75.9278,1
2888,34.8167,135.4167,1
2889,34.8195,134.6497,1
2890,35.0331,-85.0,1
2891,35.0425,-90.0,1
2892,35.275,126.5138,1
2893,35.2184,126.8352,1
2894,35.1594,126.798,1
2895,35.1647,126.8575,1
2896,35.1706,138.5098,1
2897,35.1767,136.9739,1
2898,35.1921,136.9076,1
2899,35.2023,-84.0,1
2900,35.2097,136.9128,1
